,id,words,label,terms,hash,features
2095,2096,"['oh', 'my', 'love', ""it's"", 'soooo', 'good', 'to', 'hear', 'from', 'you', 'omg', 'i', 'missed', 'you', 'so', 'much', 'today', ""i'm"", 'sorry', 'your', 'having', 'problems', 'with', 'the', 'provider', 'but', 'thank', 'you', 'for', 'tming', 'me']",0,"['oh', 'love', 'soooo', 'good', 'hear', 'omg', 'missed', 'much', 'today', 'sorry', 'problems', 'provider', 'thank', 'tming']","(1024,[112,336,344,362,534,644,649,693,744,778,792,806,944,988],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[112,336,344,362,534,644,649,693,744,778,792,806,944,988],[3.255409568200657,5.535005142970004,2.892706319430574,4.126237925998055,3.496148881405246,5.224850214666164,4.5317030341062186,3.872457405221955,4.421354976937353,4.694221963603994,2.9561666733478,5.630315322774329,7.016609683894219,3.8469241032167902])"
2096,2097,"['final', 'chance', 'claim', 'ur', 'worth', 'of', 'discount', 'vouchers', 'today', 'text', 'yes', 'to', 'now', 'savamob', 'member', 'offers', 'mobile', 't', 'cs', 'savamob', 'pobox', 'm', 'uz', 'subs']",1,"['final', 'chance', 'claim', 'ur', 'worth', 'discount', 'vouchers', 'today', 'text', 'yes', 'savamob', 'member', 'offers', 'mobile', 'cs', 'savamob', 'pobox', 'm', 'uz', 'subs']","(1024,[19,119,194,236,253,279,375,387,478,534,550,562,625,676,701,761,835,884,929],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0])","(1024,[19,119,194,236,253,279,375,387,478,534,550,562,625,676,701,761,835,884,929],[2.836087425431066,3.1836298858065257,4.58299632849377,4.5656045857819,5.192060391843174,4.5317030341062186,4.962485950198674,4.4671645129686475,4.072170704727778,3.496148881405246,3.595609674935884,4.60069590559317,3.342843867590331,9.874336284428766,5.447993765980374,5.192060391843174,3.6288353225642043,5.581525158604896,5.070699534838906])"
2097,2098,"['private', 'your', 'account', 'statement', 'for', 'shows', 'unredeemed', 'bonus', 'points', 'to', 'claim', 'call', 'identifier', 'code', 'expires']",1,"['private', 'account', 'statement', 'shows', 'unredeemed', 'bonus', 'points', 'claim', 'call', 'identifier', 'code', 'expires']","(1024,[78,100,128,138,230,549,550,571,772,783,921,1018],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[78,100,128,138,230,549,550,571,772,783,921,1018],[5.630315322774329,4.962485950198674,5.04252865787221,2.2391682769656747,4.436392854301894,4.864847480634757,3.595609674935884,4.60069590559317,4.051336617824937,5.070699534838906,4.60069590559317,5.258751766341845])"
2098,2099,"['probably', 'want', 'to', 'pick', 'up', 'more']",0,"['probably', 'want', 'pick']","(1024,[441,796,816],[1.0,1.0,1.0])","(1024,[441,796,816],[4.051336617824937,4.195230797485006,3.201097578846917])"
2099,2100,"[""i'm"", 'done']",0,['done'],"(1024,[659],[1.0])","(1024,[659],[4.58299632849377])"
2100,2101,"['are', 'you', 'the', 'cutest', 'girl', 'in', 'the', 'world', 'or', 'what']",0,"['cutest', 'girl', 'world']","(1024,[380,469,478],[1.0,1.0,1.0])","(1024,[380,469,478],[4.39194109173106,5.070699534838906,4.072170704727778])"
2101,2102,"['no', 'dice', 'art', 'class', 'thru', 'thanks', 'though', 'any', 'idea', 'what', 'time', 'i', 'should', 'come', 'tomorrow']",0,"['dice', 'art', 'class', 'thru', 'thanks', 'though', 'idea', 'time', 'come', 'tomorrow']","(1024,[320,406,457,604,606,667,685,726,731,943],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[320,406,457,604,606,667,685,726,731,943],[4.797406199839225,3.822026551595063,3.9720872461707963,3.104586678466073,3.6356150095495834,6.141140946540319,3.2600715813064682,4.734227298217693,3.358189437264991,5.070699534838906])"
2102,2103,"['sms', 'services', 'for', 'your', 'inclusive', 'text', 'credits', 'pls', 'goto', 'www', 'comuk', 'net', 'login=', '*****', 'unsubscribe', 'with', 'stop', 'no', 'extra', 'charge', 'help', 'po', 'box', 'ip', 'we']",1,"['sms', 'services', 'inclusive', 'text', 'credits', 'pls', 'goto', 'www', 'comuk', 'net', 'login=', '*****', 'unsubscribe', 'stop', 'extra', 'charge', 'help', 'po', 'box', 'ip']","(1024,[55,65,138,183,243,254,257,268,344,345,352,425,489,502,540,624,625,747,922,1013],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[55,65,138,183,243,254,257,268,344,345,352,425,489,502,540,624,625,747,922,1013],[4.5317030341062186,4.5485101524226,2.2391682769656747,5.7356758384321544,4.244020961654438,6.061098238866783,3.9626085022162525,5.192060391843174,2.892706319430574,4.195230797485006,3.8638736615305636,4.183396339838003,6.680137447273006,5.407171771460119,3.602167075482043,4.734227298217693,3.342843867590331,4.618714411095849,4.797406199839225,3.8638736615305636])"
2103,2104,"['oh', 'howda', 'gud', 'gud', 'mathe', 'en', 'samachara', 'chikku']",0,"['oh', 'howda', 'gud', 'gud', 'mathe', 'en', 'samachara', 'chikku']","(1024,[148,554,693,719,795,945,981],[2.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[148,554,693,719,795,945,981],[7.627726481911804,5.917997395226109,3.872457405221955,4.988461436601934,5.681608617161879,4.841857962410058,5.49055338039917])"
2104,2105,"['i', 'thk', 'lor', 'but', 'dunno', 'can', 'get', 'tickets', 'a', 'not', 'wat', 'u', 'doing', 'now']",0,"['thk', 'lor', 'dunno', 'get', 'tickets', 'wat', 'u']","(1024,[45,69,371,567,801,982],[1.0,1.0,1.0,1.0,1.0,2.0])","(1024,[45,69,371,567,801,982],[3.758513145872737,3.642440974619983,5.917997395226109,2.569263583099695,3.5508737810944924,3.553962627389724])"
2105,2106,"['audrie', 'lousy', 'autocorrect']",0,"['audrie', 'lousy', 'autocorrect']","(1024,[324,415,940],[1.0,1.0,1.0])","(1024,[324,415,940],[6.323462503334274,5.535005142970004,5.160311693528593])"
2106,2107,"['its', 'a', 'site', 'to', 'simulate', 'the', 'test', 'it', 'just', 'gives', 'you', 'very', 'tough', 'questions', 'to', 'test', 'your', 'readiness']",0,"['site', 'simulate', 'test', 'gives', 'tough', 'questions', 'test', 'readiness']","(1024,[200,343,346,377,611,643,663],[1.0,1.0,2.0,1.0,1.0,1.0,1.0])","(1024,[200,343,346,377,611,643,663],[6.546606054648484,3.520102122427739,9.349607755493784,6.546606054648484,5.04252865787221,3.0313362167264803,5.681608617161879])"
2107,2108,"['anyway', 'seriously', 'hit', 'me', 'up', 'when', ""you're"", 'back', 'because', 'otherwise', 'i', 'have', 'to', 'light', 'up', 'with', 'armand', 'and', 'he', 'always', 'has', 'shit', 'and/or', 'is', 'vomiting']",0,"['anyway', 'seriously', 'hit', 'back', 'otherwise', 'light', 'armand', 'always', 'shit', 'and/or', 'vomiting']","(1024,[43,109,141,174,244,277,395,588,721,726,853],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[43,109,141,174,244,277,395,588,721,726,853],[4.5656045857819,5.070699534838906,4.694221963603994,3.4785531195148662,4.962485950198674,3.5508737810944924,4.231598441655881,4.244020961654438,4.093448103175064,4.734227298217693,4.5317030341062186])"
2108,2109,"['i', 'fetch', 'yun', 'or', 'u', 'fetch']",0,"['fetch', 'yun', 'u', 'fetch']","(1024,[52,462,982],[1.0,2.0,1.0])","(1024,[52,462,982],[5.129540034861839,9.776755956089902,1.776981313694862])"
2109,2110,"['thank', 'you', 'i', 'like', 'you', 'as', 'well']",0,"['thank', 'like', 'well']","(1024,[362,386,557],[1.0,1.0,1.0])","(1024,[362,386,557],[4.126237925998055,3.0692195346287816,3.691573663197628])"
2110,2111,"['hmmm', 'and', 'imagine', 'after', ""you've"", 'come', 'home', 'from', 'that', 'having', 'to', 'rub', 'my', 'feet', 'make', 'me', 'dinner', 'and', 'help', 'me', 'get', 'ready', 'for', 'my', 'date', 'are', 'you', 'sure', 'your', 'ready', 'for', 'that', 'kind', 'of', 'life']",0,"['hmmm', 'imagine', 'come', 'home', 'rub', 'feet', 'make', 'dinner', 'help', 'get', 'ready', 'date', 'sure', 'ready', 'kind', 'life']","(1024,[47,243,284,360,485,500,554,567,604,626,629,682,740,1005],[1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0])","(1024,[47,243,284,360,485,500,554,567,604,626,629,682,740,1005],[4.4671645129686475,4.244020961654438,5.681608617161879,3.2415525335392306,5.778950597698255,4.5656045857819,5.917997395226109,2.569263583099695,3.104586678466073,4.754846585420428,3.8811154679650697,4.841857962410058,9.638770213115999,4.256599743861298])"
2111,2112,"['free', 'day', 'sexy', 'st', ""george's"", 'day', 'pic', 'of', 'jordan', 'txt', 'pic', 'to', 'dont', 'miss', 'out', 'then', 'every', 'wk', 'a', 'saucy', 'celeb', 'more', 'pics', 'c', 'pocketbabe', 'co', 'uk', '/wk']",1,"['free', 'day', 'sexy', 'st', ""george's"", 'day', 'pic', 'jordan', 'txt', 'pic', 'dont', 'miss', 'every', 'wk', 'saucy', 'celeb', 'pics', 'c', 'pocketbabe', 'co', 'uk', '/wk']","(1024,[26,66,89,97,129,131,156,190,193,233,256,287,554,645,758,790,821,887,935,965],[1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[26,66,89,97,129,131,156,190,193,233,256,287,554,645,758,790,821,887,935,965],[3.2741894628522528,10.320623387057186,4.421354976937353,4.3493814773122645,6.141140946540319,3.4442640460362344,6.141140946540319,6.061098238866783,2.8269549418677937,3.557143394108088,4.126237925998055,4.207206988531722,5.917997395226109,5.778950597698255,4.694221963603994,3.4612616224048054,4.888377978044951,3.532297395521557,4.244020961654438,4.734227298217693])"
2112,2113,"['lara', 'said', 'she', 'can', 'loan', 'me', '<#>']",0,"['lara', 'said', 'loan', '<#>']","(1024,[16,90,360,598],[1.0,1.0,1.0,1.0])","(1024,[16,90,360,598],[3.595609674935884,5.581525158604896,3.2415525335392306,3.108594699863612])"
2113,2114,"['do', 'we', 'have', 'any', 'spare', 'power', 'supplies']",0,"['spare', 'power', 'supplies']","(1024,[225,895,1015],[1.0,1.0,1.0])","(1024,[225,895,1015],[4.001074783044048,6.141140946540319,5.917997395226109])"
2114,2115,"['yar', 'he', 'quite', 'clever', 'but', 'aft', 'many', 'guesses', 'lor', 'he', 'got', 'ask', 'me', 'bring', 'but', 'i', 'thk', 'darren', 'not', 'so', 'willing', 'go', 'aiya', 'they', 'thk', 'leona', 'still', 'not', 'attach', 'wat']",0,"['yar', 'quite', 'clever', 'aft', 'many', 'guesses', 'lor', 'got', 'ask', 'bring', 'thk', 'darren', 'willing', 'go', 'aiya', 'thk', 'leona', 'still', 'attach', 'wat']","(1024,[27,69,156,165,242,270,295,308,360,445,474,577,743,801,805,858,888,945,982],[1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[27,69,156,165,242,270,295,308,360,445,474,577,743,801,805,858,888,945,982],[5.581525158604896,7.284881949239966,6.141140946540319,5.293843086153116,4.01092707948706,5.293843086153116,4.674803877746892,3.907548725033225,3.2415525335392306,2.691153400708732,6.061098238866783,5.792834252272104,3.0425512875466203,3.5508737810944924,5.129540034861839,4.937168142214383,6.061098238866783,4.841857962410058,1.776981313694862])"
2115,2116,"['you', 'are', 'a', 'winner', 'you', 'have', 'been', 'specially', 'selected', 'to', 'receive', 'cash', 'or', 'a', 'award', 'speak', 'to', 'a', 'live', 'operator', 'to', 'claim', 'call', 'am', 'pm', 'cost', 'p']",1,"['winner', 'specially', 'selected', 'receive', 'cash', 'award', 'speak', 'live', 'operator', 'claim', 'call', 'pm', 'cost', 'p']","(1024,[7,31,138,148,276,285,340,362,367,374,483,550,622,661],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[7,31,138,148,276,285,340,362,367,374,483,550,622,661],[5.49055338039917,3.7897656893768414,2.2391682769656747,3.813863240955902,3.889849147933824,4.60069590559317,4.093448103175064,4.126237925998055,4.421354976937353,5.160311693528593,4.308559482792009,3.595609674935884,5.258751766341845,5.330210730323991])"
2116,2117,"['yeah', ""don't"", 'go', 'to', 'bed', ""i'll"", 'be', 'back', 'before', 'midnight']",0,"['yeah', 'go', 'bed', 'back', 'midnight']","(1024,[119,145,174,445,690],[1.0,1.0,1.0,1.0,1.0])","(1024,[119,145,174,445,690],[3.1836298858065257,4.030927746193729,3.4785531195148662,2.691153400708732,3.9913186080986836])"
2117,2118,"['sunshine', 'hols', 'to', 'claim', 'ur', 'med', 'holiday', 'send', 'a', 'stamped', 'self', 'address', 'envelope', 'to', 'drinks', 'on', 'us', 'uk', 'po', 'box', 'bray', 'wicklow', 'eire', 'quiz', 'starts', 'saturday', 'unsub', 'stop']",1,"['sunshine', 'hols', 'claim', 'ur', 'med', 'holiday', 'send', 'stamped', 'self', 'address', 'envelope', 'drinks', 'us', 'uk', 'po', 'box', 'bray', 'wicklow', 'eire', 'quiz', 'starts', 'saturday', 'unsub', 'stop']","(1024,[19,65,75,89,111,163,250,352,368,432,479,520,540,550,590,603,705,707,716,752,836,854,872,979],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[19,65,75,89,111,163,250,352,368,432,479,520,540,550,590,603,705,707,716,752,836,854,872,979],[2.836087425431066,4.5485101524226,6.228152323529949,4.421354976937353,5.581525158604896,3.317779898927115,4.082752814058316,3.8638736615305636,4.093448103175064,5.224850214666164,4.797406199839225,5.407171771460119,3.602167075482043,3.595609674935884,6.323462503334274,5.367951058306837,5.986990266713061,5.099687071712158,5.099687071712158,5.015129683684095,4.60069590559317,5.7356758384321544,6.228152323529949,4.734227298217693])"
2118,2119,"['well', 'i', ""wasn't"", 'available', 'as', 'i', 'washob', 'nobbing', 'with', 'last', 'night', 'so', 'they', 'had', 'to', 'ask', 'nickey', 'platt', 'instead', 'of', 'me']",0,"['well', 'available', 'washob', 'nobbing', 'last', 'night', 'ask', 'nickey', 'platt', 'instead']","(1024,[242,261,351,490,545,556,557,562,595,619],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[242,261,351,490,545,556,557,562,595,619],[4.01092707948706,4.137411226596179,5.160311693528593,5.160311693528593,4.674803877746892,3.8811154679650697,3.691573663197628,4.60069590559317,4.171700300074812,4.421354976937353])"
2119,2120,"[""it's"", 'that', 'time', 'of', 'the', 'week', 'again', 'ryan']",0,"['time', 'week', 'ryan']","(1024,[338,685,727],[1.0,1.0,1.0])","(1024,[338,685,727],[3.9439163692041,3.2600715813064682,5.407171771460119])"
2120,2121,"['wish', 'u', 'many', 'many', 'returns', 'of', 'the', 'day', 'happy', 'birthday', 'vikky']",0,"['wish', 'u', 'many', 'many', 'returns', 'day', 'happy', 'birthday', 'vikky']","(1024,[239,277,308,511,615,645,672,982],[1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0])","(1024,[239,277,308,511,615,645,672,982],[4.436392854301894,3.5508737810944924,7.81509745006645,5.293843086153116,4.7758999946182605,2.8894752988491277,4.819385106557999,1.776981313694862])"
2121,2122,"['u', 'can', 'win', 'of', 'music', 'gift', 'vouchers', 'every', 'week', 'starting', 'now', 'txt', 'the', 'word', 'draw', 'to', 'tscs', 'www', 'idew', 'com', 'skillgame', 'winaweek', 'age', 'ppermesssubscription']",1,"['u', 'win', 'music', 'gift', 'vouchers', 'every', 'week', 'starting', 'txt', 'word', 'draw', 'tscs', 'www', 'idew', 'com', 'skillgame', 'winaweek', 'age', 'ppermesssubscription']","(1024,[6,39,256,257,318,338,375,428,479,525,549,700,738,760,790,843,963,979,982],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[6,39,256,257,318,338,375,428,479,525,549,700,738,760,790,843,963,979,982],[4.864847480634757,4.020877410340228,4.126237925998055,3.9626085022162525,5.49055338039917,3.9439163692041,4.962485950198674,3.898659777615979,4.797406199839225,4.082752814058316,4.864847480634757,3.2278848948105665,5.367951058306837,6.228152323529949,3.4612616224048054,5.447993765980374,5.070699534838906,4.734227298217693,1.776981313694862])"
2122,2123,"['i', 'hope', 'you', 'know', ""i'm"", 'still', 'mad', 'at', 'you']",0,"['hope', 'know', 'still', 'mad']","(1024,[160,360,643,678],[1.0,1.0,1.0,1.0])","(1024,[160,360,643,678],[3.7897656893768414,3.2415525335392306,3.0313362167264803,4.988461436601934])"
2123,2124,"['argh', 'my', 'g', 'is', 'spotty', 'anyway', 'the', 'only', 'thing', 'i', 'remember', 'from', 'the', 'research', 'we', 'did', 'was', 'that', 'province', 'and', 'sterling', 'were', 'the', 'only', 'problem', 'free', 'places', 'we', 'looked', 'at']",0,"['argh', 'g', 'spotty', 'anyway', 'thing', 'remember', 'research', 'province', 'sterling', 'problem', 'free', 'places', 'looked']","(1024,[141,193,305,326,328,360,389,397,405,547,846,991,1003],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[141,193,305,326,328,360,389,397,405,547,846,991,1003],[4.694221963603994,2.8269549418677937,4.60069590559317,5.129540034861839,5.581525158604896,3.2415525335392306,4.436392854301894,4.637063549764045,5.7356758384321544,5.853458874088538,4.988461436601934,4.58299632849377,3.4727560018305406])"
2124,2125,"['in', 'xam', 'hall', 'boy', 'asked', 'girl', 'tell', 'me', 'the', 'starting', 'term', 'for', 'dis', 'answer', 'i', 'can', 'den', 'manage', 'on', 'my', 'own', 'after', 'lot', 'of', 'hesitation', 'n', 'lookin', 'around', 'silently', 'she', 'said', 'the', 'intha', 'ponnungale', 'ipaditan']",0,"['xam', 'hall', 'boy', 'asked', 'girl', 'tell', 'starting', 'term', 'dis', 'answer', 'den', 'manage', 'lot', 'hesitation', 'n', 'lookin', 'around', 'silently', 'said', 'intha', 'ponnungale', 'ipaditan']","(1024,[12,16,170,185,231,236,241,292,319,391,411,469,505,509,538,594,619,747,760,796,971,984],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[12,16,170,185,231,236,241,292,319,391,411,469,505,509,538,594,619,747,760,796,971,984],[5.367951058306837,3.595609674935884,4.3775523542789605,4.734227298217693,4.5656045857819,4.5656045857819,3.9165173950159855,4.482912869936787,5.630315322774329,3.595609674935884,5.7356758384321544,5.070699534838906,3.934699714099176,7.016609683894219,3.5384512610959353,3.608767759513395,4.421354976937353,4.618714411095849,6.228152323529949,4.195230797485006,5.681608617161879,4.244020961654438])"
2125,2126,"['do', 'you', 'know', 'when', 'the', 'result']",0,"['know', 'result']","(1024,[569,643],[1.0,1.0])","(1024,[569,643],[5.04252865787221,3.0313362167264803])"
2126,2127,"['+', 'congratulations', 'in', 'this', ""week's"", 'competition', 'draw', 'u', 'have', 'won', 'the', 'prize', 'to', 'claim', 'just', 'call', 'b', 't&cs/stop', 'sms', 'over', 'only', 'ppm']",1,"['+', 'congratulations', ""week's"", 'competition', 'draw', 'u', 'won', 'prize', 'claim', 'call', 'b', 't&cs/stop', 'sms', 'ppm']","(1024,[39,50,55,69,138,193,219,413,518,550,699,887,948,982],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[39,50,55,69,138,193,219,413,518,550,699,887,948,982],[4.020877410340228,5.293843086153116,4.5317030341062186,3.642440974619983,2.2391682769656747,2.8269549418677937,6.228152323529949,5.258751766341845,3.642440974619983,3.595609674935884,4.295314256041989,3.532297395521557,4.030927746193729,1.776981313694862])"
2127,2128,"['beautiful', 'truth', 'against', 'gravity', 'read', 'carefully', 'our', 'heart', 'feels', 'light', 'when', 'someone', 'is', 'in', 'it', 'but', 'it', 'feels', 'very', 'heavy', 'when', 'someone', 'leaves', 'it', 'good', 'night']",0,"['beautiful', 'truth', 'gravity', 'read', 'carefully', 'heart', 'feels', 'light', 'someone', 'feels', 'heavy', 'someone', 'leaves', 'good', 'night']","(1024,[158,187,244,322,340,369,508,556,606,749,792,920,974],[2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0])","(1024,[158,187,244,322,340,369,508,556,606,749,792,920,974],[11.260630645548657,5.293843086153116,4.962485950198674,4.451660326432682,4.093448103175064,5.070699534838906,5.986990266713061,3.8811154679650697,7.271230019099167,5.258751766341845,2.9561666733478,4.451660326432682,4.406539891152213])"
2128,2129,"['sorry', 'im', 'getting', 'up', 'now', 'feel', 'really', 'bad', 'totally', 'rejected', 'that', 'kinda', 'me', 'thing']",0,"['sorry', 'im', 'getting', 'feel', 'really', 'bad', 'totally', 'rejected', 'kinda', 'thing']","(1024,[14,26,344,348,382,459,533,575,907,1003],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[14,26,344,348,382,459,533,575,907,1003],[3.953218761866413,3.2741894628522528,2.892706319430574,4.082752814058316,4.962485950198674,4.3493814773122645,4.841857962410058,5.330210730323991,5.224850214666164,3.4727560018305406])"
2129,2130,"['you', 'do', 'got', 'a', 'shitload', 'of', 'diamonds', 'though']",0,"['got', 'shitload', 'diamonds', 'though']","(1024,[731,743,790,836],[1.0,1.0,1.0,1.0])","(1024,[731,743,790,836],[3.358189437264991,3.0425512875466203,3.4612616224048054,4.60069590559317])"
2130,2131,"['tessy', 'pls', 'do', 'me', 'a', 'favor', 'pls', 'convey', 'my', 'birthday', 'wishes', 'to', 'nimya', 'pls', 'dnt', 'forget', 'it', 'today', 'is', 'her', 'birthday', 'shijas']",0,"['tessy', 'pls', 'favor', 'pls', 'convey', 'birthday', 'wishes', 'nimya', 'pls', 'dnt', 'forget', 'today', 'birthday', 'shijas']","(1024,[80,180,189,279,294,375,534,607,615,738,1013],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0])","(1024,[80,180,189,279,294,375,534,607,615,738,1013],[5.49055338039917,4.01092707948706,4.148710781850113,4.5317030341062186,4.637063549764045,4.962485950198674,3.496148881405246,5.630315322774329,9.551799989236521,5.367951058306837,11.59162098459169])"
2131,2132,"['well', ""i'm"", 'going', 'to', 'be', 'an', 'aunty']",0,"['well', 'going', 'aunty']","(1024,[237,557,980],[1.0,1.0,1.0])","(1024,[237,557,980],[3.1288793710351177,3.691573663197628,5.160311693528593])"
2132,2133,"['mine', 'here', 'like', 'all', 'fr', 'china', 'then', 'so', 'noisy']",0,"['mine', 'like', 'fr', 'china', 'noisy']","(1024,[386,431,623,745,757],[1.0,1.0,1.0,1.0,1.0])","(1024,[386,431,623,745,757],[3.0692195346287816,5.917997395226109,5.129540034861839,4.819385106557999,4.001074783044048])"
