,tailnum,year,type,manufacturer,model,engines,seats,speed,engine
1559,N661DN,1990,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1560,N661JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1561,N662AW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
1562,N662DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1563,N662JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1564,N662UA,1993,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
1565,N663AW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
1566,N663DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1567,N663JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1568,N663SW,1985,Fixed wing multi engine,BOEING,737-3Q8,2,149,NA,Turbo-fan
1569,N664AW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
1570,N664DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1571,N664UA,1998,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
1572,N665AW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
1573,N665DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1574,N665JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1575,N665WN,1986,Fixed wing multi engine,BOEING,737-3Y0,2,149,NA,Turbo-fan
1576,N666DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1577,N667AW,2002,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
1578,N667DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1579,N66803,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1580,N66808,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1581,N66814,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1582,N66825,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1583,N66828,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1584,N66831,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1585,N66837,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1586,N668AW,2002,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1587,N668DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1588,N669AW,2002,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1589,N669DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1590,N669SW,1987,Fixed wing multi engine,BOEING,737-3A4,2,149,NA,Turbo-jet
1591,N6700,1999,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1592,N6701,1999,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1593,N6702,1999,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1594,N6703D,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1595,N6704Z,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1596,N6705Y,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1597,N6706Q,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1598,N6707A,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1599,N6708D,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1600,N6709,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1601,N670DN,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1602,N670SW,1988,Fixed wing multi engine,BOEING,737-3G7,2,149,NA,Turbo-jet
1603,N6710E,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1604,N6711M,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1605,N6712B,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1606,N6713Y,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1607,N6714Q,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1608,N6715C,2001,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1609,N6716C,2001,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1610,N67171,2001,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1611,N671DN,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1612,N672AW,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1613,N672DL,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1614,N672UA,1999,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
1615,N673AW,NA,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1616,N673DL,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1617,N674DL,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1618,N675AW,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1619,N675DL,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1620,N675NW,2002,Fixed wing multi engine,BOEING,747-451,4,450,NA,Turbo-jet
1621,N676AW,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1622,N676DL,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1623,N677AW,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1624,N67812,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1625,N67815,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1626,N67827,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1627,N678AW,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1628,N678DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1629,N679AW,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1630,N679CA,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
1631,N679DA,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1632,N679SA,NA,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
1633,N680AW,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1634,N680DA,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1635,N681DA,1993,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1636,N682DA,1993,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1637,N683DA,1993,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1638,N68452,2012,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1639,N68453,2012,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1640,N684DA,1993,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1641,N684WN,1988,Fixed wing multi engine,BOEING,737-3TO,2,149,NA,Turbo-jet
1642,N685DA,1995,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1643,N685SW,1986,Fixed wing multi engine,BOEING,737-3Q8,2,149,NA,Turbo-fan
1644,N686DA,1995,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1645,N687DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1646,N687SW,1986,Fixed wing multi engine,BOEING,737-3Q8,2,149,NA,Turbo-fan
1647,N68801,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1648,N68802,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1649,N68805,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1650,N68807,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1651,N68811,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1652,N68817,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1653,N68821,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1654,N68822,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1655,N68823,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1656,N68836,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1657,N688DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1658,N689CA,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
1659,N689DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1660,N690DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1661,N691WN,1988,Fixed wing multi engine,BOEING,737-3G7,2,149,NA,Turbo-jet
1662,N692CA,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
1663,N692DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1664,N693BR,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
1665,N693CA,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
1666,N693DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1667,N694DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1668,N694SW,1985,Fixed wing multi engine,BOEING,737-3T5,2,149,NA,Turbo-jet
1669,N695DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1670,N696DL,1999,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1671,N697DL,1999,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1672,N697SW,1988,Fixed wing multi engine,BOEING,737-3TO,2,149,NA,Turbo-jet
1673,N69804,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1674,N69806,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1675,N69810,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1676,N69813,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1677,N69816,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1678,N69818,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1679,N69819,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1680,N69824,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1681,N69826,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1682,N69829,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1683,N69830,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1684,N69833,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1685,N69835,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1686,N698DL,1999,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1687,N699BR,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
1688,N699DL,1999,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1689,N700GS,1997,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1690,N700UW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
1691,N701BR,2000,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
1692,N701GS,1997,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1693,N701SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1694,N702BR,2000,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
1695,N702SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1696,N702TW,1996,Fixed wing multi engine,BOEING,757-2Q8,2,178,NA,Turbo-fan
1697,N702UW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
1698,N703AS,1998,Fixed wing multi engine,BOEING,737-490,2,149,NA,Turbo-jet
1699,N703JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1700,N703SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1701,N703SW,1997,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1702,N703TW,1996,Fixed wing multi engine,BOEING,757-2Q8,2,178,NA,Turbo-fan
1703,N704SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1704,N704US,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
1705,N704X,1997,Fixed wing multi engine,BOEING,757-2Q8,2,178,NA,Turbo-fan
1706,N705AS,1998,Fixed wing multi engine,BOEING,737-490,2,149,NA,Turbo-jet
1707,N705DN,2009,Fixed wing multi engine,BOEING,777-232LR,2,442,NA,Turbo-fan
1708,N705JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1709,N705SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1710,N705SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1711,N705TW,1997,Fixed wing multi engine,BOEING,757-231,2,178,NA,Turbo-fan
1712,N706AS,1998,Fixed wing multi engine,BOEING,737-490,2,149,NA,Turbo-jet
1713,N706JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1714,N706SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1715,N706SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1716,N706TW,1997,Fixed wing multi engine,BOEING,757-2Q8,2,178,NA,Turbo-fan
1717,N707SA,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1718,N707SK,1999,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1719,N707TW,1997,Fixed wing multi engine,BOEING,757-2Q8,2,178,NA,Turbo-fan
1720,N708AS,1999,Fixed wing multi engine,BOEING,737-490,2,149,NA,Turbo-jet
1721,N708JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1722,N708SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1723,N708SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1724,N709BR,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
1725,N709JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1726,N709SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1727,N709SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1728,N709TW,1997,Fixed wing multi engine,BOEING,757-2Q8,2,178,NA,Turbo-fan
1729,N709UW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
1730,N710SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1731,N710SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1732,N710TW,1997,Fixed wing multi engine,BOEING,757-2Q8,2,178,NA,Turbo-fan
1733,N710UW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
1734,N711HK,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1735,N711ZX,1997,Fixed wing multi engine,BOEING,757-231,2,178,NA,Turbo-fan
1736,N712JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1737,N712SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1738,N712SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1739,N712TW,1997,Fixed wing multi engine,BOEING,757-2Q8,2,178,NA,Turbo-fan
1740,N712US,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
1741,N713AS,1999,Fixed wing multi engine,BOEING,737-490,2,149,NA,Turbo-jet
1742,N713SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1743,N713SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1744,N713TW,1997,Fixed wing multi engine,BOEING,757-2Q8,2,178,NA,Turbo-fan
1745,N71411,2002,Fixed wing multi engine,BOEING,737-924,2,191,NA,Turbo-fan
1746,N714CB,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1747,N715JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1748,N715SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1749,N715SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1750,N716SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1751,N716SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1752,N717SA,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1753,N717TW,1999,Fixed wing multi engine,BOEING,757-231,2,178,NA,Turbo-fan
1754,N718SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1755,N718SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1756,N718TW,1999,Fixed wing multi engine,BOEING,757-231,2,178,NA,Turbo-fan
1757,N719SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1758,N719SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1759,N720WN,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1760,N721TW,1999,Fixed wing multi engine,BOEING,757-231,2,178,NA,Turbo-fan
1761,N722TW,1999,Fixed wing multi engine,BOEING,757-231,2,178,NA,Turbo-fan
1762,N723SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1763,N723TW,2000,Fixed wing multi engine,BOEING,757-231,2,178,NA,Turbo-fan
1764,N72405,2001,Fixed wing multi engine,BOEING,737-924,2,191,NA,Turbo-fan
1765,N724SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1766,N724SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1767,N725SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1768,N726SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1769,N726SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1770,N727SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1771,N727SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1772,N727TW,1999,Fixed wing multi engine,BOEING,757-231,2,178,NA,Turbo-fan
1773,N728SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1774,N728SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1775,N729JB,NA,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1776,N729SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1777,N730SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1778,N730SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1779,N730US,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
1780,N731SA,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1781,N73251,2000,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
1782,N73256,2000,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
1783,N73259,2001,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
1784,N73270,2001,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
1785,N73275,2002,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
1786,N73276,2002,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
1787,N73278,NA,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
1788,N73283,2004,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
1789,N73291,2004,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
1790,N73299,2005,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
1791,N732SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1792,N732SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1793,N733SA,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1794,N73406,2001,Fixed wing multi engine,BOEING,737-924,2,191,NA,Turbo-fan
1795,N73445,2011,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1796,N734SA,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1797,N735SA,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1798,N736SA,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1799,N737JW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1800,N737US,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
1801,N738CB,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1802,N738SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1803,N739GB,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1804,N740SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1805,N740SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1806,N740UW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
1807,N741SA,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1808,N742PS,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
1809,N742SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1810,N742SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1811,N743SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1812,N743SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1813,N744P,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
1814,N744SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1815,N744SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1816,N745SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1817,N745SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1818,N745VJ,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
1819,N746JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1820,N746SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1821,N746SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1822,N746UW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
1823,N747SA,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1824,N747UW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
1825,N748SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1826,N748SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1827,N748UW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
1828,N749SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1829,N749US,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
1830,N750AT,1984,Fixed wing multi engine,BOEING,757-212,2,178,NA,Turbo-jet
1831,N750SA,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1832,N750SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1833,N750UW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
1834,N751AT,1984,Fixed wing multi engine,BOEING,757-212,2,178,NA,Turbo-jet
1835,N751SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1836,N751SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
1837,N751UW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
1838,N752AT,1984,Fixed wing multi engine,BOEING,757-212,2,178,NA,Turbo-jet
1839,N752SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1840,N752SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
