,id,tagline
2996,10999,Somewhere... somehow... someone's going to pay.
2997,321258,Every child needs to feel loved.
2998,44040,Bad Things Happen For A Reason
2999,10426,The party's back in the 'hood!
3000,280092,This is how you die
3001,13938,His family thinks he's crazy. His enemies think he's no challenge. But she knows he's THE LAST DRAGON.
3002,10163,God made him simple. Science made him a god.
3003,12182,Every night has a soundtrack.
3004,1832,It can be Hell getting into Heaven
3005,9034,Some friendships last forever... like it or not.
3006,15301,"You're travelling through another dimension. A dimension, not only of sight and sound, but of mind. A journey into a wondrous land whose boundaries are that of imagination. Next stop, the Twilight Zone!"
3007,10135,"Dalton lives like a loner, fights like a professional. And loves like there's no tomorrow."
3008,26352,He's armed and dangerously funny.
3009,20616,His biggest fan just became his worst nightmare.
3010,9794,"A slacker competes with a repeat winner for the ""Employee of the Month"" title at work"
3011,15037,Yesterday's history.  Tomorrow's the future.  Tonight's the party.
3012,227,They grew up on the outside of society. They weren't looking for a fight. They were looking to belong.
3013,294272,Some secrets are too big to keep.
3014,11336,"In his mind, he has the power to see the future. In his hands, he has the power to change it."
3015,283445,"Be careful, children at play."
3016,88036,Celebrate the legend.
3017,10984,Remember that kid everyone ignored on Valentine’s Day? - He remembers you.
3018,22824,There are four kinds of alien encounters. The fourth kind is abduction.
3019,9526,Radio Like You've Never Seen It Before
3020,39349,He wanted power. He wanted revenge. Now he just wants out.
3021,15983,America wasn't ready...but HE was!
3023,11545,Love. Expulsion. Revolution.
3024,42684,Don't look up
3026,8359,"Kit Kittredge, a resourceful young girl, helps her mother run a boardinghouse after her father loses his job."
3027,15648,Is it all too good to be true?
3030,9362,The monster movie that breaks new ground.
3031,9902,It's the last one you'll ever take.
3032,14729,"""All the world likes an outlaw. For some damn reason they remember 'em."" - Jesse James"
3033,9455,You can't play by the rules if there aren't any.
3035,10090,"In a time of crisis, America will call Reno 911!"
3036,164558,A motion picture event.
3038,17710,A Big Problem Calls For a Big Head
3040,9515,A hitman and a salesman walk into a bar...
3041,27322,Get Together. Fall Apart. Start Over.
3042,328425,Not every gift is welcome.
3044,10050,"Young, Free And Single. Again."
3045,1542,Work sucks.
3046,10490,The battle between the good and the bad is bound to get ugly.
3047,87093,She created it. He sold it. And they bought it.
3048,10029,They've been bad. Very bad.
3049,9893,The rules are set. The game is on.
3050,11507,You can't believe everything you see.
3051,37931,He's the ultimate tool.
3052,3472,Every dream has its price.
3053,87818,The biggest cast ever assembled for the most outrageous comedy ever made.
3054,13160,She's passed on... But she's not moving on.
3055,88005,Nice knowing you.
3056,52067,Today is the first day... of the rest of his weekend.
3057,73,Some Legacies Must End.
3058,134597,Every great collector has a vision.
3059,24034,A musical tail about one dog's dream of becoming a boy
3062,13201,Some lines should never be crossed.
3063,209403,The end justifies the means
3064,7942,Love. Commitment. Responsibility. There's nothing he won't run away from.
3065,73247,Meet a modern nuclear family unlike any other.
3066,253331,There's more to family than what you see.
3068,9952,A true story of survival... declassified.
3069,256924,A letter from John Lennon changed his life
3070,82532,The first step to finding your destiny is leaving your mother's basement.
3072,134371,Who is John Galt?
3073,2088,The story of a cop who wanted it bad and got it worse.
3074,10388,Vengeance knows no boundaries.
3075,1640,You think you know who you are. You have no idea.
3076,25520,When a woman has the beauty men admire and women envy...it is wise to tread carefully.
3077,27342,"Ex-Cop, Ex-CIA, Explosive"
3078,13689,There are no ordinary moments.
3079,67911,There Are No Small Actors. Just Small Parts.
3081,329440,Everyone comes here looking for a way out
3082,47890,Someone is hunting tourists out of season.
3083,252512,Life Never Gets Old.
3084,55720,Every father wants more for his son.
3085,9613,The only thing worse than losing your mind... is finding it again.
3086,29076,The Agency's best has a bad case of nerves.
3088,68812,Loving husband. Devoted father. Ruthless killer.
3090,14195,Demented Forever!
3091,73567,A Totally Deep-Fried Texas Redneck Trailer Park Murder Story.
3092,41479,"They're not just living the American dream, they're selling it."
3093,15394,To some it's a game. To others it's a habit. But to Dan Mahowny -- beating the odds is everything
3094,10071,They want to put a baby in you.
3095,1989,How do you say goodbye to someone you can't imagine living without?
3097,12779,A snooty socialite is stranded on a Mediterranean island with a communist sailor.
3098,13191,When it comes to war... America means business
3099,11770,Get ready to kick some grass!
3100,12703,"I'm not going to be okay, Bud."
3104,101173,Nature teaches beasts to know their friends.
3105,25350,People are never who they seem to be.
3106,10034,They're not bad girls. They're just behaving that way.
3107,20178,Lance Clayton is about to get everything he deserves.
3108,5072,The Company Is Making Cutbacks
3109,18191,Every fear hides a wish.
3111,11546,"Just when we thought the Cold War was over, leave it to these guys to heat it up again."
3112,41894,No one changes the world alone.
3114,268171,It's never too late.
3116,24663,They've got a long way to go
3119,39055,It's Time To Soar.
3120,245846,To find the truth they must lose themselves.
3122,15017,Small-town girl. Big-time dreams.
3123,12245,There is no way of finding a single absolute truth
3124,49787,Pray That You Drown First
3126,7006,Sometimes they don't come back alone.
3127,66767,"Feel the beat, live the dream."
3132,42057,Finding the right man can be murder
3133,17577,An evil entombed for 2000 years... until now.
3136,15067,A Fistful of Fun!
3137,78383,Your pain is her pleasure.
3138,43090,Fastest draw in the North... kinda.
3139,16614,Nothing brings people together like a crappy summer job.
3141,10471,The suburbs make the hood look good.
3142,250066,Brothers in arms for life.
3143,667,You Only Live Twice...and Twice is the only way to live!
3144,208869,HUSTLE. HEIST. REPEAT.
3146,10306,He's found her.
3147,106845,We are the endangered species.
3148,11576,The biggest entertainment ever to rock the screen with laughter!
3149,219,Return.
3150,11827,A Step Beyond Science Fiction
3151,22820,"Oinus, Ainous, Anous, Odious."
3152,31174,"I can smile, and murder while I smile"
3153,244316,Hunt or be hunted.
3155,62215,Enjoy it while it lasts
3156,66125,He's Been Everywhere Mate.
3158,348,In space no one can hear you scream.
3159,30497,Who will survive and what will be left of them?
3160,27586,It's 1975 and they're about to explode.
3161,14811,To Life!
3162,660,Look up!  Look down!  Look out!
3163,68684,Cancel Your Future
3165,9400,It's about crime. It's about payback. It's about survival.
3167,10585,Chucky is one mean S.O.B.
3168,2359,This might hurt a little.
3169,238636,"Welcome to America, where one night a year, all crime Is legal."
3170,10472,A new comedy about giving first love a second chance.
3171,11282,Fast Food. High Times.
3172,6521,Sometimes you can assassinate a leader without firing a shot.
3173,14181,Welcome to the new American dream.
3174,1621,Some very funny business.
3175,9656,"This holiday season, the slay ride begins."
3176,16428,When it comes to getting dumped... He wrote the book.
3177,10705,The great adventure of a king who defied the odds to prove himself a man.
3179,24621,Three women. Three cities. Three times the trouble.
3181,9685,Insanity is relative.
3182,14425,Flunk 'em if they can't take a joke.
3184,10179,A totally SPACED adventure! ...You have to be there to see it.
3186,14057,Men play the game. Women know the score.
3187,12621,One high school drama teacher is about to make a huge number 2.
3188,1808,Style matters. Even when it comes to murder.
3189,293670,Never be tempted.
3192,29514,When I wake you... you'll be dead
3195,39806,Her heart was torn between love and the future of Hawaii...
3198,17926,They Know Each Other By Heart.
3199,291081,"An epic tale of murder, corruption and obsession."
3201,25968,"For Veronika, confronting death... is discovering life."
3202,9671,There's a little of him in all of us.
3203,52010,In the grim darkness of the far future there is only war
3204,11588,His story began when it all ended
3205,43418,BENEATH HILL 60 featuring Captain Woodward MC commanding the Australian Hill 60 Tunnelers of World War 1
3207,13483,"Every year, one in 700 people wake up during surgery."
3209,327833,Two Cops. One Mission. No Mercy.
3210,1547,Sleep all day. Party all night. Never grow old. Never die. It's fun to be a vampire.
3211,25196,"The harder the life, the sweeter the song."
3212,16323,"She gave and gave, until she had nothing left to give"
3213,175528,She's done flying solo.
3214,8069,See Barbarella do her thing!
3216,9451,Reading. Writing. Revenge.
3217,16727,Two Worlds. One Journey.
3218,272693,"You either know one, you have one, or you are one."
3219,10696,"In music she found her dream, her love, herself."
3222,29963,First love burns brightest.
3223,26022,I am Muslim and i am not a terrorist
3224,152747,Never give up.
3225,62676,The Only Thing More Dangerous Than Death... Is Survival.
3227,1116,Winner of the PALME D'OR at the 2006 Cannes Film Festival.
3229,11620,THIS IS THE BIG ONE! The splendor and savagery of the world's wickedest empire! Three hours of spectacle you'll remember for a lifetime!
3230,14353,Not Your Parent's Opera
3231,11818,Some Men Are Born to be Heroes
3232,680,Just because you are a character doesn't mean you have character.
3233,11176,More entertaining than humanly possible.
3234,242582,The city shines brightest at night
3235,11217,A vacation to die for
3236,15121,The happiest sound in all the world!
3237,2619,Allen Bauer Thought He'd Never Find The Right Woman... He Was Only Half Wrong!
