,R1,R2,R3,R4,R5,Class,Explanation
13110,1,3,11,3,4,1,One pair
13111,4,1,12,10,5,0,Nothing in hand
13112,3,7,8,4,8,1,One pair
13113,9,2,12,3,3,1,One pair
13114,6,12,11,4,10,0,Nothing in hand
13115,7,11,8,10,6,0,Nothing in hand
13116,5,9,4,12,3,0,Nothing in hand
13117,6,5,9,11,6,1,One pair
13118,12,11,12,8,6,1,One pair
13119,9,3,10,12,2,0,Nothing in hand
13120,10,12,6,11,13,0,Nothing in hand
13121,13,4,8,12,3,0,Nothing in hand
13122,13,3,1,2,1,1,One pair
13123,4,12,10,11,6,0,Nothing in hand
13124,13,11,6,2,4,0,Nothing in hand
13125,9,3,4,5,6,0,Nothing in hand
13126,4,4,3,13,7,1,One pair
13127,11,9,6,6,7,1,One pair
13128,4,3,6,13,8,0,Nothing in hand
13129,8,10,4,7,9,0,Nothing in hand
13130,11,10,9,3,5,0,Nothing in hand
13131,12,10,6,2,7,0,Nothing in hand
13132,6,13,2,6,3,1,One pair
13133,5,13,10,11,6,0,Nothing in hand
13134,11,8,6,12,7,0,Nothing in hand
13135,12,1,12,6,5,1,One pair
13136,9,4,12,7,8,0,Nothing in hand
13137,12,3,8,1,7,0,Nothing in hand
13138,13,2,11,7,6,0,Nothing in hand
13139,12,13,1,12,9,1,One pair
13140,1,2,3,12,9,0,Nothing in hand
13141,5,6,3,12,9,0,Nothing in hand
13142,7,8,7,8,4,2,Two pairs
13143,1,6,11,7,9,0,Nothing in hand
13144,3,11,2,9,4,0,Nothing in hand
13145,5,5,13,10,2,1,One pair
13146,11,12,9,8,1,0,Nothing in hand
13147,11,13,4,10,3,0,Nothing in hand
13148,9,13,4,5,10,0,Nothing in hand
13149,11,12,6,3,5,0,Nothing in hand
13150,8,2,12,4,7,0,Nothing in hand
13151,1,6,3,5,4,0,Nothing in hand
13152,10,12,11,12,10,2,Two pairs
13153,1,10,1,9,2,1,One pair
13154,2,2,9,12,7,1,One pair
13155,5,9,2,5,3,1,One pair
13156,8,8,5,13,4,1,One pair
13157,3,4,3,4,5,2,Two pairs
13158,4,13,6,10,12,0,Nothing in hand
13159,12,7,1,11,12,1,One pair
13160,10,3,5,9,12,0,Nothing in hand
13161,6,10,2,7,8,0,Nothing in hand
13162,9,13,12,5,9,1,One pair
13163,10,7,8,3,2,0,Nothing in hand
13164,10,12,3,5,10,1,One pair
13165,3,7,10,6,13,0,Nothing in hand
13166,12,6,3,11,13,0,Nothing in hand
13167,5,12,1,3,6,0,Nothing in hand
13168,12,9,10,4,4,1,One pair
13169,12,7,3,12,11,1,One pair
13170,7,3,13,6,5,0,Nothing in hand
13171,11,8,12,7,1,0,Nothing in hand
13172,2,8,13,4,5,0,Nothing in hand
13173,9,7,3,10,3,1,One pair
13174,12,2,12,3,13,1,One pair
13175,2,2,4,1,7,1,One pair
13176,9,7,8,8,1,1,One pair
13177,3,12,8,8,9,1,One pair
13178,1,11,12,6,8,0,Nothing in hand
13179,9,2,11,8,8,1,One pair
13180,5,5,12,6,7,1,One pair
13181,4,3,5,11,10,0,Nothing in hand
13182,3,4,11,4,12,1,One pair
13183,13,12,3,4,8,0,Nothing in hand
13184,5,2,2,13,2,3,Three of a kind
13185,11,3,8,1,8,1,One pair
13186,11,2,3,3,11,2,Two pairs
13187,6,4,3,2,12,0,Nothing in hand
13188,1,2,10,1,6,1,One pair
13189,8,12,10,5,9,0,Nothing in hand
13190,12,6,1,9,10,0,Nothing in hand
13191,7,2,6,10,6,1,One pair
13192,7,11,4,7,3,1,One pair
13193,8,4,6,7,13,0,Nothing in hand
13194,5,13,6,9,10,0,Nothing in hand
13195,1,11,8,4,9,0,Nothing in hand
13196,6,12,6,13,9,1,One pair
13197,1,8,11,5,9,0,Nothing in hand
13198,7,5,4,4,9,1,One pair
13199,5,3,6,6,11,1,One pair
13200,8,11,6,1,13,0,Nothing in hand
13201,3,3,11,7,1,1,One pair
13202,11,6,11,8,10,1,One pair
13203,13,12,10,10,1,1,One pair
13204,9,7,13,12,10,0,Nothing in hand
13205,8,6,10,6,11,1,One pair
13206,3,13,2,10,12,0,Nothing in hand
13207,4,6,9,7,11,0,Nothing in hand
13208,13,4,6,3,5,0,Nothing in hand
13209,4,9,12,12,2,1,One pair
13210,2,1,8,9,9,1,One pair
13211,1,4,4,7,6,1,One pair
13212,13,12,12,10,1,1,One pair
13213,11,1,7,1,9,1,One pair
13214,10,11,13,4,3,0,Nothing in hand
13215,13,11,10,2,10,1,One pair
13216,5,11,4,2,3,0,Nothing in hand
13217,6,1,2,6,13,1,One pair
13218,9,11,3,13,10,0,Nothing in hand
13219,1,5,13,8,3,0,Nothing in hand
13220,13,12,8,6,2,0,Nothing in hand
13221,9,9,1,11,8,1,One pair
13222,4,11,13,5,1,0,Nothing in hand
13223,2,7,10,6,4,0,Nothing in hand
13224,9,1,12,2,6,0,Nothing in hand
13225,8,6,9,12,7,0,Nothing in hand
13226,13,3,10,2,9,0,Nothing in hand
13227,13,9,10,8,8,1,One pair
13228,2,3,6,9,8,0,Nothing in hand
13229,5,6,13,10,13,1,One pair
13230,1,4,11,1,3,1,One pair
13231,8,4,3,3,5,1,One pair
13232,7,8,1,6,4,0,Nothing in hand
13233,10,9,3,2,2,1,One pair
13234,9,3,7,6,13,0,Nothing in hand
13235,13,1,12,7,8,0,Nothing in hand
13236,12,5,7,7,10,1,One pair
13237,7,2,13,5,6,0,Nothing in hand
13238,13,9,2,10,10,1,One pair
13239,2,13,5,6,6,1,One pair
13240,4,8,6,5,2,0,Nothing in hand
13241,9,4,4,9,13,2,Two pairs
13242,7,13,9,10,6,0,Nothing in hand
13243,13,4,7,9,8,0,Nothing in hand
13244,11,3,5,9,6,0,Nothing in hand
13245,9,2,4,13,7,0,Nothing in hand
13246,11,12,13,13,7,1,One pair
13247,11,12,3,5,9,0,Nothing in hand
13248,5,8,10,7,7,1,One pair
13249,6,13,4,9,8,0,Nothing in hand
13250,10,8,3,6,9,0,Nothing in hand
13251,12,8,12,2,4,1,One pair
13252,5,10,13,13,12,1,One pair
13253,4,11,6,6,9,1,One pair
13254,5,11,10,2,9,0,Nothing in hand
13255,9,4,9,10,11,1,One pair
13256,4,3,8,10,11,0,Nothing in hand
13257,2,6,12,11,6,1,One pair
13258,5,4,12,2,5,1,One pair
13259,8,5,9,2,4,0,Nothing in hand
13260,9,6,11,4,1,0,Nothing in hand
13261,13,13,9,4,10,1,One pair
13262,8,3,2,2,3,2,Two pairs
13263,11,8,7,3,2,0,Nothing in hand
13264,1,12,11,4,12,1,One pair
13265,8,2,1,4,4,1,One pair
13266,9,2,5,7,3,0,Nothing in hand
13267,7,13,9,3,4,0,Nothing in hand
13268,11,3,12,4,13,0,Nothing in hand
13269,12,2,3,2,13,1,One pair
13270,4,7,2,11,8,0,Nothing in hand
13271,8,6,1,11,5,0,Nothing in hand
13272,4,6,6,7,1,1,One pair
13273,9,1,9,13,8,1,One pair
13274,4,6,9,11,1,0,Nothing in hand
13275,11,5,10,9,3,0,Nothing in hand
13276,9,10,2,13,1,0,Nothing in hand
13277,13,7,2,13,1,1,One pair
13278,11,6,7,10,13,0,Nothing in hand
13279,6,8,11,4,10,0,Nothing in hand
13280,6,13,2,8,3,0,Nothing in hand
13281,5,4,12,13,8,0,Nothing in hand
13282,11,3,13,8,2,0,Nothing in hand
13283,9,1,13,4,12,0,Nothing in hand
13284,12,7,3,5,9,0,Nothing in hand
13285,8,4,9,10,3,0,Nothing in hand
13286,9,11,10,3,11,1,One pair
13287,13,8,7,3,9,0,Nothing in hand
13288,11,8,13,7,6,0,Nothing in hand
13289,2,5,7,5,2,2,Two pairs
13290,13,13,11,3,7,1,One pair
13291,3,3,13,7,9,1,One pair
13292,9,13,4,11,3,0,Nothing in hand
13293,9,9,10,5,8,1,One pair
13294,8,4,10,1,3,0,Nothing in hand
13295,1,3,2,5,1,1,One pair
13296,2,1,2,6,7,1,One pair
13297,9,2,7,3,10,0,Nothing in hand
13298,10,1,3,9,3,1,One pair
13299,6,2,4,1,12,0,Nothing in hand
13300,11,8,13,2,11,1,One pair
13301,6,6,4,11,7,1,One pair
13302,13,4,3,8,8,1,One pair
13303,7,10,8,9,5,0,Nothing in hand
13304,6,8,4,10,13,0,Nothing in hand
13305,7,10,1,9,6,0,Nothing in hand
13306,3,1,12,13,8,0,Nothing in hand
13307,12,6,3,11,7,0,Nothing in hand
13308,13,4,5,3,2,0,Nothing in hand
13309,4,2,11,7,10,0,Nothing in hand
13310,10,11,13,11,10,2,Two pairs
13311,10,13,6,2,2,1,One pair
13312,5,8,13,8,1,1,One pair
13313,10,1,1,9,1,3,Three of a kind
13314,5,5,2,11,1,1,One pair
13315,3,11,4,9,12,0,Nothing in hand
13316,13,3,6,2,13,1,One pair
13317,10,6,2,13,12,0,Nothing in hand
13318,2,7,11,13,11,1,One pair
13319,1,7,10,1,4,1,One pair
13320,6,10,12,2,2,1,One pair
13321,5,11,4,10,8,0,Nothing in hand
13322,11,1,2,13,5,0,Nothing in hand
13323,5,11,8,3,13,0,Nothing in hand
13324,6,1,2,13,9,0,Nothing in hand
13325,6,10,5,2,8,0,Nothing in hand
13326,7,10,12,6,5,0,Nothing in hand
13327,3,1,4,8,1,1,One pair
13328,4,5,2,7,10,0,Nothing in hand
13329,5,1,3,10,11,0,Nothing in hand
13330,10,11,4,7,2,0,Nothing in hand
13331,10,9,8,9,3,1,One pair
13332,3,1,12,1,3,2,Two pairs
13333,10,12,11,7,2,0,Nothing in hand
13334,7,10,5,13,10,1,One pair
13335,2,10,8,6,2,1,One pair
13336,7,3,3,12,4,1,One pair
13337,12,10,7,12,9,1,One pair
13338,9,10,10,12,11,1,One pair
13339,9,13,3,11,8,0,Nothing in hand
13340,9,9,8,7,7,2,Two pairs
13341,13,4,11,4,3,1,One pair
13342,1,2,10,5,5,1,One pair
13343,12,5,2,3,9,0,Nothing in hand
13344,7,3,12,1,6,0,Nothing in hand
13345,7,13,9,3,1,0,Nothing in hand
13346,5,2,12,8,6,0,Nothing in hand
13347,9,12,11,1,11,1,One pair
13348,7,11,2,5,1,0,Nothing in hand
13349,1,5,8,10,7,0,Nothing in hand
13350,9,12,7,10,12,1,One pair
13351,2,8,8,13,6,1,One pair
13352,13,6,4,2,1,0,Nothing in hand
13353,1,6,8,2,4,0,Nothing in hand
13354,8,7,11,2,8,1,One pair
13355,6,7,5,10,10,1,One pair
13356,11,12,3,4,6,0,Nothing in hand
13357,4,10,8,2,9,0,Nothing in hand
13358,1,10,10,2,11,1,One pair
13359,9,7,12,1,10,0,Nothing in hand
13360,10,2,10,3,9,1,One pair
13361,12,12,12,4,6,3,Three of a kind
13362,12,5,9,7,3,0,Nothing in hand
13363,5,7,5,8,1,1,One pair
13364,9,3,12,11,7,0,Nothing in hand
13365,11,12,8,2,5,0,Nothing in hand
13366,11,11,9,4,8,1,One pair
13367,7,10,3,1,5,0,Nothing in hand
13368,5,6,4,6,13,1,One pair
13369,6,6,3,8,7,1,One pair
13370,8,9,2,8,12,1,One pair
13371,10,2,3,6,2,1,One pair
13372,8,10,13,6,7,0,Nothing in hand
13373,11,2,1,9,2,1,One pair
13374,13,11,2,11,10,1,One pair
13375,3,5,5,3,4,2,Two pairs
13376,13,1,1,7,8,1,One pair
13377,7,3,2,12,5,0,Nothing in hand
13378,7,8,13,8,2,1,One pair
13379,1,11,2,5,11,1,One pair
13380,3,9,10,13,11,0,Nothing in hand
13381,11,11,1,7,2,1,One pair
13382,7,11,12,2,5,0,Nothing in hand
13383,7,13,9,5,3,0,Nothing in hand
13384,12,2,13,3,4,0,Nothing in hand
13385,4,7,3,2,3,1,One pair
13386,8,6,8,6,10,2,Two pairs
13387,3,7,6,10,6,1,One pair
13388,4,2,13,11,13,1,One pair
13389,7,3,6,12,2,0,Nothing in hand
13390,11,13,8,9,3,0,Nothing in hand
13391,9,7,8,2,3,0,Nothing in hand
13392,4,10,3,2,7,0,Nothing in hand
13393,11,3,7,3,13,1,One pair
13394,4,11,11,8,13,1,One pair
13395,8,10,3,7,7,1,One pair
13396,8,12,5,11,5,1,One pair
13397,8,8,7,4,6,1,One pair
13398,9,6,2,5,13,0,Nothing in hand
13399,2,8,6,6,1,1,One pair
13400,1,9,11,3,4,0,Nothing in hand
13401,10,5,7,13,4,0,Nothing in hand
13402,9,12,7,13,8,0,Nothing in hand
13403,12,11,13,9,7,0,Nothing in hand
13404,13,8,2,13,7,1,One pair
13405,7,3,8,13,11,0,Nothing in hand
13406,5,7,13,3,8,0,Nothing in hand
13407,13,7,3,6,11,0,Nothing in hand
13408,4,1,12,1,9,1,One pair
13409,10,8,12,11,6,0,Nothing in hand
13410,13,10,12,3,6,0,Nothing in hand
13411,10,13,4,10,1,1,One pair
13412,3,2,6,5,12,0,Nothing in hand
13413,11,1,7,4,6,0,Nothing in hand
13414,8,5,10,13,3,0,Nothing in hand
13415,7,4,8,3,5,0,Nothing in hand
13416,2,11,4,13,1,0,Nothing in hand
13417,6,3,4,6,7,1,One pair
13418,10,1,10,2,9,1,One pair
13419,5,1,10,9,7,0,Nothing in hand
13420,1,7,7,9,6,1,One pair
13421,6,1,8,11,2,0,Nothing in hand
13422,12,1,8,8,4,1,One pair
13423,8,1,8,3,4,1,One pair
13424,6,1,10,1,6,2,Two pairs
13425,10,1,5,11,5,1,One pair
13426,5,8,3,12,8,1,One pair
13427,11,9,3,6,7,0,Nothing in hand
13428,1,13,9,12,10,0,Nothing in hand
13429,2,7,7,12,1,1,One pair
13430,4,10,5,8,7,0,Nothing in hand
13431,5,1,8,9,3,0,Nothing in hand
13432,7,2,8,11,12,0,Nothing in hand
13433,11,9,7,6,11,1,One pair
13434,1,10,2,11,3,0,Nothing in hand
13435,13,6,2,6,9,1,One pair
13436,10,6,9,7,2,0,Nothing in hand
13437,1,12,5,9,8,0,Nothing in hand
13438,8,11,10,7,7,1,One pair
13439,9,7,5,9,1,1,One pair
13440,10,6,3,6,5,1,One pair
13441,7,8,2,1,9,0,Nothing in hand
13442,9,1,9,7,6,1,One pair
13443,1,1,13,7,6,1,One pair
13444,4,8,6,11,2,0,Nothing in hand
13445,8,1,10,7,11,0,Nothing in hand
13446,9,10,7,12,2,0,Nothing in hand
13447,9,3,4,2,13,0,Nothing in hand
13448,5,7,4,6,11,0,Nothing in hand
13449,13,2,7,7,1,1,One pair
13450,8,10,4,1,7,0,Nothing in hand
13451,1,8,12,9,13,0,Nothing in hand
13452,10,7,7,9,2,1,One pair
13453,7,13,9,13,1,1,One pair
13454,1,10,11,9,5,0,Nothing in hand
13455,1,3,10,12,3,1,One pair
13456,3,12,2,6,10,0,Nothing in hand
13457,6,5,4,12,7,0,Nothing in hand
13458,5,12,8,11,11,1,One pair
13459,6,11,5,3,11,1,One pair
13460,9,6,9,12,13,1,One pair
13461,11,11,4,11,12,3,Three of a kind
13462,7,13,7,5,8,1,One pair
13463,12,3,12,11,12,3,Three of a kind
13464,2,8,11,8,5,1,One pair
13465,9,10,7,12,11,0,Nothing in hand
13466,9,8,10,6,9,1,One pair
13467,12,11,8,12,2,1,One pair
13468,7,10,8,2,5,0,Nothing in hand
13469,4,2,12,6,4,1,One pair
13470,11,8,7,3,2,0,Nothing in hand
13471,1,7,8,11,12,0,Nothing in hand
13472,3,9,11,10,6,0,Nothing in hand
13473,13,7,10,6,9,0,Nothing in hand
13474,3,13,13,5,13,3,Three of a kind
13475,8,7,12,7,11,1,One pair
13476,1,9,3,5,6,0,Nothing in hand
13477,13,7,9,11,6,0,Nothing in hand
13478,11,4,4,3,9,1,One pair
13479,9,7,6,5,5,1,One pair
13480,13,5,12,1,8,0,Nothing in hand
13481,6,8,4,2,5,0,Nothing in hand
13482,5,12,11,5,2,1,One pair
13483,1,13,2,6,7,0,Nothing in hand
13484,11,3,6,8,1,0,Nothing in hand
13485,5,13,7,2,8,0,Nothing in hand
13486,10,9,6,4,10,1,One pair
13487,9,13,5,8,3,0,Nothing in hand
13488,4,13,5,9,11,0,Nothing in hand
13489,8,9,10,2,5,0,Nothing in hand
13490,2,4,6,2,5,1,One pair
13491,13,6,13,2,4,1,One pair
13492,10,8,12,10,3,1,One pair
13493,12,8,6,6,11,1,One pair
13494,1,8,5,2,4,0,Nothing in hand
13495,5,13,12,7,9,0,Nothing in hand
13496,3,8,3,6,11,1,One pair
13497,6,12,9,7,3,0,Nothing in hand
13498,13,13,10,3,12,1,One pair
13499,11,1,4,4,1,2,Two pairs
13500,5,9,5,9,6,2,Two pairs
13501,8,6,1,12,10,0,Nothing in hand
13502,9,11,3,6,7,0,Nothing in hand
13503,10,2,5,11,11,1,One pair
13504,4,12,3,13,7,0,Nothing in hand
13505,9,2,5,6,12,0,Nothing in hand
13506,8,13,4,10,13,1,One pair
13507,12,5,11,12,3,1,One pair
13508,6,2,3,1,13,0,Nothing in hand
13509,11,7,13,7,8,1,One pair
13510,12,6,6,9,13,1,One pair
13511,5,11,2,9,10,0,Nothing in hand
13512,11,7,13,6,4,0,Nothing in hand
13513,6,7,10,8,10,1,One pair
13514,11,3,7,10,7,1,One pair
13515,10,8,1,4,3,0,Nothing in hand
13516,3,9,2,8,4,0,Nothing in hand
13517,8,2,12,6,5,0,Nothing in hand
13518,11,1,7,7,4,1,One pair
13519,6,11,8,7,12,0,Nothing in hand
13520,1,6,7,4,5,0,Nothing in hand
13521,5,10,8,3,5,1,One pair
13522,2,6,13,3,2,1,One pair
13523,3,4,5,2,13,0,Nothing in hand
13524,3,9,7,6,2,0,Nothing in hand
13525,12,4,12,1,9,1,One pair
13526,12,2,5,9,11,0,Nothing in hand
13527,9,11,2,8,6,0,Nothing in hand
13528,4,13,11,10,5,0,Nothing in hand
13529,4,7,1,4,10,1,One pair
13530,2,8,3,9,13,0,Nothing in hand
13531,1,1,5,3,2,1,One pair
13532,3,13,7,5,12,0,Nothing in hand
13533,1,3,11,11,8,1,One pair
13534,6,5,11,5,1,1,One pair
13535,9,12,11,3,5,0,Nothing in hand
13536,1,13,10,5,8,0,Nothing in hand
13537,13,8,12,5,2,0,Nothing in hand
13538,10,12,3,3,9,1,One pair
13539,10,7,8,5,8,1,One pair
13540,4,11,3,5,13,0,Nothing in hand
13541,5,12,9,7,9,1,One pair
13542,7,10,6,6,5,1,One pair
13543,7,8,11,13,12,0,Nothing in hand
13544,7,6,8,2,5,0,Nothing in hand
13545,13,5,3,9,11,0,Nothing in hand
13546,5,4,3,4,8,1,One pair
13547,4,10,6,3,1,0,Nothing in hand
13548,9,11,2,11,11,3,Three of a kind
13549,2,12,13,11,2,1,One pair
13550,1,11,10,5,9,0,Nothing in hand
13551,1,1,2,13,4,1,One pair
13552,7,4,3,12,2,0,Nothing in hand
13553,9,8,13,8,7,1,One pair
13554,7,12,12,11,13,1,One pair
13555,12,2,12,13,1,1,One pair
13556,7,13,3,9,2,0,Nothing in hand
13557,6,1,1,9,7,1,One pair
13558,13,3,11,9,8,0,Nothing in hand
13559,10,11,7,5,4,0,Nothing in hand
13560,10,9,8,10,9,2,Two pairs
13561,9,3,5,11,4,0,Nothing in hand
13562,12,2,9,9,9,3,Three of a kind
13563,11,12,3,11,3,2,Two pairs
13564,7,5,12,7,12,2,Two pairs
13565,2,11,6,5,13,0,Nothing in hand
13566,2,8,12,1,6,0,Nothing in hand
13567,12,8,10,3,11,0,Nothing in hand
13568,3,8,5,9,8,1,One pair
13569,9,2,3,6,5,0,Nothing in hand
13570,13,5,8,10,6,0,Nothing in hand
13571,1,1,3,5,4,1,One pair
13572,12,10,3,11,10,1,One pair
13573,9,3,1,12,13,0,Nothing in hand
13574,9,13,2,3,10,0,Nothing in hand
13575,4,10,6,1,5,0,Nothing in hand
13576,1,8,4,11,7,0,Nothing in hand
13577,12,6,6,10,1,1,One pair
13578,1,13,6,1,4,1,One pair
13579,3,13,13,10,7,1,One pair
13580,4,1,12,11,1,1,One pair
13581,12,5,10,8,9,0,Nothing in hand
13582,9,5,7,12,11,0,Nothing in hand
13583,11,7,6,9,8,0,Nothing in hand
13584,1,13,6,7,8,0,Nothing in hand
13585,12,6,7,10,8,0,Nothing in hand
13586,11,12,8,1,2,0,Nothing in hand
13587,2,12,5,11,11,1,One pair
13588,12,3,5,1,9,0,Nothing in hand
13589,4,8,10,4,9,1,One pair
13590,8,8,3,4,7,1,One pair
13591,10,9,12,13,12,1,One pair
13592,9,12,7,4,6,0,Nothing in hand
13593,2,9,1,8,7,0,Nothing in hand
13594,7,8,6,11,7,1,One pair
13595,10,2,13,1,1,1,One pair
13596,3,9,13,8,6,0,Nothing in hand
13597,5,13,9,5,6,1,One pair
13598,5,8,4,10,8,1,One pair
13599,6,1,7,2,12,0,Nothing in hand
13600,4,6,3,3,12,1,One pair
13601,7,3,7,2,4,1,One pair
13602,4,6,7,10,8,0,Nothing in hand
13603,12,1,11,1,6,1,One pair
13604,3,13,12,10,11,0,Nothing in hand
13605,13,5,1,6,8,0,Nothing in hand
13606,1,13,1,3,11,1,One pair
13607,11,8,8,10,10,2,Two pairs
13608,6,7,1,10,11,0,Nothing in hand
13609,4,6,13,11,6,1,One pair
13610,8,5,4,5,2,1,One pair
13611,13,10,8,2,13,1,One pair
13612,13,9,2,10,6,0,Nothing in hand
13613,1,4,10,7,5,0,Nothing in hand
13614,6,1,9,5,10,0,Nothing in hand
13615,10,6,1,4,1,1,One pair
13616,1,11,2,13,5,0,Nothing in hand
13617,5,2,11,6,9,0,Nothing in hand
13618,8,1,12,9,7,0,Nothing in hand
13619,11,8,5,9,8,1,One pair
13620,2,12,1,13,12,1,One pair
13621,4,6,9,5,8,0,Nothing in hand
13622,11,3,11,3,13,2,Two pairs
13623,11,10,13,7,10,1,One pair
13624,8,7,10,7,12,1,One pair
13625,3,13,12,4,8,0,Nothing in hand
13626,1,13,7,3,12,0,Nothing in hand
13627,5,11,3,7,2,0,Nothing in hand
13628,1,8,13,12,10,0,Nothing in hand
13629,6,10,6,4,5,1,One pair
13630,2,13,2,7,12,1,One pair
13631,8,5,2,12,13,0,Nothing in hand
13632,3,9,13,9,7,1,One pair
13633,6,2,13,11,3,0,Nothing in hand
13634,6,3,11,2,7,0,Nothing in hand
13635,4,2,11,11,9,1,One pair
13636,12,9,6,2,12,1,One pair
13637,12,4,6,4,6,2,Two pairs
13638,1,9,3,13,11,0,Nothing in hand
13639,4,7,11,7,12,1,One pair
13640,13,13,12,8,4,1,One pair
13641,4,9,4,10,9,2,Two pairs
13642,4,7,6,4,5,1,One pair
13643,5,12,6,4,10,0,Nothing in hand
13644,4,6,4,7,2,1,One pair
13645,9,1,1,10,13,1,One pair
13646,1,3,10,13,7,0,Nothing in hand
13647,3,2,2,6,1,1,One pair
13648,4,5,11,13,12,0,Nothing in hand
13649,7,4,12,7,11,1,One pair
13650,8,11,8,13,13,2,Two pairs
13651,4,5,8,9,1,0,Nothing in hand
13652,7,1,11,2,6,0,Nothing in hand
13653,6,5,7,3,3,1,One pair
13654,5,12,11,7,8,0,Nothing in hand
13655,5,13,2,10,1,0,Nothing in hand
13656,10,2,10,7,3,1,One pair
13657,11,11,9,9,2,2,Two pairs
13658,2,6,5,13,3,0,Nothing in hand
13659,5,13,9,6,7,0,Nothing in hand
13660,5,8,9,3,2,0,Nothing in hand
13661,1,10,10,5,12,1,One pair
13662,7,2,4,1,9,0,Nothing in hand
13663,10,6,3,5,2,0,Nothing in hand
13664,8,2,10,9,1,0,Nothing in hand
13665,7,12,13,9,3,0,Nothing in hand
13666,7,9,11,3,1,0,Nothing in hand
13667,9,5,6,5,8,1,One pair
13668,1,4,13,12,6,0,Nothing in hand
13669,11,2,4,7,11,1,One pair
13670,9,1,8,5,7,0,Nothing in hand
13671,3,4,9,2,13,0,Nothing in hand
13672,10,13,1,3,7,0,Nothing in hand
13673,5,5,10,13,11,1,One pair
13674,2,8,4,10,2,1,One pair
13675,1,3,9,6,5,0,Nothing in hand
13676,4,8,8,5,4,2,Two pairs
13677,3,7,9,13,1,0,Nothing in hand
13678,6,9,12,6,8,1,One pair
13679,9,2,5,2,3,1,One pair
13680,3,3,5,6,1,1,One pair
13681,13,2,5,13,12,1,One pair
13682,7,2,13,1,7,1,One pair
13683,11,4,4,2,12,1,One pair
13684,2,4,12,2,9,1,One pair
13685,11,5,10,9,7,0,Nothing in hand
13686,6,1,8,13,10,0,Nothing in hand
13687,10,13,5,2,7,0,Nothing in hand
13688,1,13,13,13,9,3,Three of a kind
13689,9,7,5,6,5,1,One pair
13690,13,4,2,4,5,1,One pair
13691,9,10,12,2,1,0,Nothing in hand
13692,1,8,7,6,1,1,One pair
13693,2,3,8,2,6,1,One pair
13694,9,12,2,8,11,0,Nothing in hand
13695,5,12,2,1,4,0,Nothing in hand
13696,10,4,6,5,11,0,Nothing in hand
13697,11,11,2,12,1,1,One pair
13698,8,4,9,13,2,0,Nothing in hand
13699,4,9,3,4,11,1,One pair
13700,8,5,13,8,10,1,One pair
13701,7,13,10,12,10,1,One pair
13702,6,7,5,3,6,1,One pair
13703,1,2,12,4,11,0,Nothing in hand
13704,5,6,8,11,9,0,Nothing in hand
13705,11,1,13,1,3,1,One pair
13706,7,1,9,11,12,0,Nothing in hand
13707,13,10,6,11,11,1,One pair
13708,11,2,9,8,4,0,Nothing in hand
13709,2,7,8,1,12,0,Nothing in hand
13710,7,13,13,7,2,2,Two pairs
13711,8,10,10,5,13,1,One pair
13712,11,3,7,3,8,1,One pair
13713,7,7,5,1,7,3,Three of a kind
13714,8,10,12,10,3,1,One pair
13715,12,12,4,10,5,1,One pair
13716,9,11,5,3,4,0,Nothing in hand
13717,10,6,6,1,3,1,One pair
13718,13,11,6,6,2,1,One pair
13719,9,11,4,1,7,0,Nothing in hand
13720,12,10,10,1,4,1,One pair
13721,11,13,1,10,2,0,Nothing in hand
13722,7,12,7,3,11,1,One pair
13723,4,5,12,7,6,0,Nothing in hand
13724,9,13,6,3,11,0,Nothing in hand
13725,9,2,4,1,4,1,One pair
13726,12,1,2,6,9,0,Nothing in hand
13727,2,9,6,13,11,0,Nothing in hand
13728,7,5,10,9,10,1,One pair
13729,9,3,12,11,11,1,One pair
13730,1,8,3,8,7,1,One pair
13731,9,6,1,6,5,1,One pair
13732,13,3,8,7,2,0,Nothing in hand
13733,10,4,13,11,9,0,Nothing in hand
13734,9,2,8,5,8,1,One pair
13735,7,1,9,8,10,0,Nothing in hand
13736,3,6,4,3,8,1,One pair
13737,3,1,5,13,11,0,Nothing in hand
13738,9,3,4,10,8,0,Nothing in hand
13739,4,7,5,5,1,1,One pair
13740,2,13,12,12,3,1,One pair
13741,12,1,5,13,1,1,One pair
13742,7,13,6,7,11,1,One pair
13743,11,12,11,6,4,1,One pair
13744,12,4,8,3,5,0,Nothing in hand
13745,11,10,2,11,12,1,One pair
13746,8,11,9,12,3,0,Nothing in hand
13747,1,10,13,4,13,1,One pair
13748,6,12,7,11,1,0,Nothing in hand
13749,8,9,12,7,12,1,One pair
13750,8,8,1,10,13,1,One pair
13751,12,9,3,11,6,0,Nothing in hand
13752,6,13,2,11,8,0,Nothing in hand
13753,6,13,12,13,7,1,One pair
13754,1,10,2,13,5,0,Nothing in hand
13755,4,5,9,6,13,0,Nothing in hand
13756,6,1,13,7,5,0,Nothing in hand
13757,12,1,2,12,4,1,One pair
13758,11,4,5,7,3,0,Nothing in hand
13759,10,9,2,1,1,1,One pair
13760,7,12,5,9,4,0,Nothing in hand
13761,7,8,12,3,4,0,Nothing in hand
13762,2,12,4,8,13,0,Nothing in hand
13763,7,11,7,9,3,1,One pair
13764,4,12,11,5,6,0,Nothing in hand
13765,7,6,5,7,6,2,Two pairs
13766,2,7,13,13,12,1,One pair
13767,5,12,12,6,3,1,One pair
13768,2,3,3,9,9,2,Two pairs
13769,5,4,13,7,4,1,One pair
